Id,LotFrontage,MSZoning,YearBuilt,SaleCondition,SalePrice,Label
1055,90.0,RL,2002,Normal,255000,Y
1056,104.0,RL,1976,Abnorml,180000,Y
1057,43.0,RL,2005,Normal,185850,Y
1058,,RL,1994,Normal,248000,Y
1059,96.0,RL,2008,Normal,335000,Y
1060,,RL,1932,Normal,220000,Y
1061,41.0,RL,2001,Normal,213500,Y
1062,120.0,C (all),1935,Normal,81000,Y
1063,85.0,RM,1900,Normal,90000,Y
1064,50.0,RM,1925,Normal,110500,Y
1065,,RL,1966,Normal,154000,Y
1066,80.0,RL,1996,Normal,328000,Y
1067,59.0,RL,1993,Normal,178000,Y
1068,80.0,RL,1964,Normal,167900,Y
1069,42.0,RM,1973,Normal,151400,Y
1070,60.0,RL,1949,Normal,135000,Y
1071,72.0,RL,1956,Normal,135000,Y
1072,78.0,RL,1968,Normal,154000,Y
1073,50.0,RL,1948,Normal,91500,Y
1074,75.0,RL,1977,Normal,159500,Y
1075,74.0,RL,2006,Normal,194000,Y
1076,75.0,RL,1940,Normal,219500,Y
1077,60.0,RL,1936,Normal,170000,Y
1078,,RL,1969,Abnorml,138800,Y
1079,37.0,RM,2004,Normal,155900,Y
1080,65.0,RL,1994,Normal,126000,Y
1081,80.0,RL,1971,Abnorml,145000,Y
1082,75.0,RL,1963,Normal,133000,Y
1083,70.0,RL,2002,Normal,192000,Y
1084,80.0,RL,1964,Normal,160000,Y
1085,,RL,1995,Normal,187500,Y
1086,73.0,RL,1992,Normal,147000,Y
1087,,RM,1973,Normal,83500,Y
1088,85.0,FV,2005,Normal,252000,Y
1089,24.0,RM,2004,Normal,137500,Y
1090,37.0,FV,2005,Normal,197000,Y
1091,60.0,RL,1950,Normal,92900,Y
1092,24.0,FV,1999,Normal,160000,Y
1093,60.0,RL,1925,Normal,136500,Y
1094,71.0,RL,1965,Normal,146000,Y
1095,74.0,RL,1956,Normal,129000,Y
1096,78.0,RL,2006,Normal,176432,Y
1097,60.0,RM,1914,Normal,127000,Y
1098,,RL,1986,Normal,170000,Y
1099,50.0,RM,1936,Normal,128000,Y
1100,82.0,RL,1978,Abnorml,157000,Y
1101,60.0,RL,1920,Normal,60000,Y
1102,61.0,RL,1971,Normal,119500,Y
1103,70.0,RL,1960,Family,135000,Y
1104,79.0,RL,1959,Normal,159500,Y
1105,24.0,RM,1970,Normal,106000,Y
1106,98.0,RL,1994,Normal,325000,Y
1107,114.0,RL,1990,Normal,179900,Y
1108,168.0,RL,2006,Partial,274725,Y
1109,,RL,2000,Abnorml,181000,Y
1110,107.0,RL,2004,Normal,280000,Y
1111,,RL,1995,Normal,188000,Y
1112,80.0,RL,1976,Normal,205000,Y
1113,73.0,RL,1957,Normal,129900,Y
1114,66.0,RL,1953,Normal,134500,Y
1115,90.0,RL,1954,Normal,117000,Y
1116,93.0,RL,2007,Partial,318000,Y
1117,,RL,2002,Normal,184100,Y
1118,57.0,RL,1967,Normal,130000,Y
1119,85.0,RL,1958,Normal,140000,Y
1120,70.0,RL,1959,Normal,133700,Y
1121,59.0,RM,1920,Normal,118400,Y
1122,84.0,RL,2005,Partial,212900,Y
1123,,RL,1956,Abnorml,112000,Y
1124,50.0,RL,1947,Normal,118000,Y
1125,,RL,1992,Normal,163900,Y
1126,60.0,RL,1955,Normal,115000,Y
1127,53.0,RL,2007,Normal,174000,Y
1128,182.0,RL,2004,Family,259000,Y
1129,59.0,RL,2004,Normal,215000,Y
1130,60.0,RM,1980,Normal,140000,Y
1131,65.0,RL,1928,Normal,135000,Y
1132,63.0,RL,1991,Abnorml,93500,Y
1133,90.0,RM,1880,Normal,117500,Y
1134,80.0,RL,1995,Normal,239500,Y
1135,57.0,RL,1997,Normal,169000,Y
1136,60.0,RM,1926,Normal,102000,Y
1137,80.0,RL,1950,Abnorml,119000,Y
1138,54.0,RL,1875,Normal,94000,Y
1139,,RL,1977,Normal,196000,Y
1140,98.0,RL,1920,Normal,144000,Y
1141,60.0,RL,1951,Abnorml,139000,Y
1142,,RL,1976,Normal,197500,Y
1143,77.0,RL,2006,Partial,424870,Y
1144,,RL,1959,Normal,80000,Y
1145,60.0,RL,1941,Normal,80000,Y
1146,52.0,RM,1928,Family,149000,Y
1147,,RL,1985,Normal,180000,Y
1148,75.0,RL,1941,Normal,174500,Y
1149,,RM,1926,Normal,116900,Y
1150,50.0,RM,1920,Normal,143000,Y
1151,57.0,RL,1950,Normal,124000,Y
1152,134.0,RL,1959,Normal,149900,Y
1153,90.0,RL,1956,Abnorml,230000,Y
1154,,RM,1930,Normal,120500,Y
1155,,RL,1965,Normal,201800,Y
1156,90.0,RL,1976,Normal,218000,Y
1157,85.0,RL,1965,Normal,179900,Y
1158,34.0,RL,2007,Normal,230000,Y
1159,92.0,RL,2007,Partial,235128,Y
1160,76.0,RL,1974,Normal,185000,Y
1161,24.0,RL,1978,Normal,146000,Y
1162,,RL,1954,Normal,224000,Y
1163,109.0,RL,1968,Normal,129000,Y
1164,60.0,RL,1969,Alloca,108959,Y
1165,,RL,1978,Normal,194000,Y
1166,79.0,RL,2009,Partial,233170,Y
1167,64.0,RL,2008,Normal,245350,Y
1168,58.0,RL,2000,Normal,173000,Y
1169,120.0,RL,1935,Normal,235000,Y
1170,118.0,RL,1995,Normal,625000,Y
1171,76.0,RL,1977,Normal,171000,Y
1172,76.0,RL,1958,Normal,163000,Y
1173,35.0,FV,2006,Normal,171900,Y
1174,138.0,RL,1946,Normal,200500,Y
1175,80.0,RL,1932,Normal,239000,Y
1176,85.0,RL,1992,Normal,285000,Y
1177,37.0,RL,1984,Normal,119500,Y
1178,,RM,1926,Normal,115000,Y
1179,54.0,RL,1921,Normal,154900,Y
1180,77.0,RL,1954,Normal,93000,Y
1181,,RL,1990,Normal,250000,Y
1182,64.0,RM,2008,Partial,392500,Y
1183,160.0,RL,1996,Abnorml,745000,Y
1184,60.0,RL,1920,Normal,120000,Y
1185,50.0,RL,1963,Normal,186700,Y
1186,60.0,RL,1924,Normal,104900,Y
1187,107.0,RL,1900,Abnorml,95000,Y
1188,89.0,RL,1994,Normal,262000,Y
1189,68.0,RL,2002,Normal,195000,Y
1190,60.0,RL,1999,Normal,189000,Y
1191,,RL,1961,Normal,168000,Y
1192,24.0,FV,1999,Normal,174000,Y
1193,60.0,RM,1925,Normal,125000,Y
1194,,RM,1999,Normal,165000,Y
1195,80.0,RL,1969,Normal,158000,Y
1196,51.0,RL,2005,Normal,176000,Y
1197,58.0,RL,2006,Partial,219210,Y
1198,65.0,RM,1916,Normal,144000,Y
1199,70.0,RL,2001,Normal,178000,Y
1200,75.0,RL,1963,Normal,148000,Y
1201,71.0,RL,1970,Abnorml,116050,Y
1202,80.0,RL,1998,Normal,197900,Y
1203,50.0,RM,1925,Normal,117000,Y
1204,75.0,RL,2000,Normal,213000,Y
1205,78.0,RL,1975,Normal,153500,Y
1206,90.0,RL,1990,Normal,271900,Y
1207,,RH,1966,Normal,107000,Y
1208,70.0,RL,2003,Normal,200000,Y
1209,70.0,RL,1962,Normal,140000,Y
1210,85.0,RL,2006,Partial,290000,Y
1211,70.0,RL,1992,Normal,189000,Y
1212,152.0,RL,1988,Normal,164000,Y
1213,50.0,RL,1941,Normal,113000,Y
1214,,RL,1965,Normal,145000,Y
1215,69.0,RL,1962,Normal,134500,Y
1216,99.0,RL,1966,Normal,125000,Y
1217,68.0,RM,1978,Normal,112000,Y
1218,72.0,FV,2009,Partial,229456,Y
1219,52.0,RM,1947,Normal,80500,Y
1220,21.0,RM,1971,Abnorml,91500,Y
1221,66.0,RL,1964,Abnorml,115000,Y
1222,55.0,RL,1968,Normal,134000,Y
1223,78.0,RL,1949,Normal,143000,Y
1224,89.0,RL,1951,Normal,137900,Y
1225,60.0,RL,2004,Normal,184000,Y
1226,65.0,RL,1958,Normal,145000,Y
1227,86.0,RL,2007,Normal,214000,Y
1228,72.0,RL,1965,Normal,147000,Y
1229,65.0,RL,2008,Partial,367294,Y
1230,70.0,RL,1960,Normal,127000,Y
1231,,RL,1977,Normal,190000,Y
1232,70.0,RL,1962,Normal,132500,Y
1233,70.0,RL,1962,Normal,101800,Y
1234,,RL,1959,Abnorml,142000,Y
1235,55.0,RH,1911,Abnorml,130000,Y
1236,96.0,RL,1914,Normal,138887,Y
1237,36.0,RL,2003,Normal,175500,Y
1238,41.0,RL,2004,Normal,195000,Y
1239,63.0,RL,2005,Abnorml,142500,Y
1240,64.0,RL,2006,Normal,265900,Y
1241,65.0,RL,2003,Normal,224900,Y
1242,83.0,RL,2007,Partial,248328,Y
1243,85.0,RL,1974,Family,170000,Y
1244,107.0,RL,2006,Partial,465000,Y
1245,,RL,1929,Normal,230000,Y
1246,78.0,RL,1984,Abnorml,178000,Y
1247,65.0,FV,2005,Partial,186500,Y
1248,,RL,1976,Normal,169900,Y
1249,60.0,RM,1917,Normal,129500,Y
1250,60.0,RL,1950,Normal,119000,Y
1251,93.0,RL,1968,Normal,244000,Y
1252,,RL,2003,Normal,171750,Y
1253,62.0,RL,1968,Normal,130000,Y
1254,,RL,1974,Normal,294000,Y
1255,60.0,RL,2003,Normal,165400,Y
1256,52.0,RM,1931,Normal,127500,Y
1257,91.0,RL,1994,Normal,301500,Y
1258,56.0,RL,1922,Normal,99900,Y
1259,59.0,RL,2005,Normal,190000,Y
1260,65.0,RL,1969,Normal,151000,Y
1261,,RL,1999,Normal,181000,Y
1262,80.0,RL,1956,Normal,128900,Y
1263,,RL,1957,Normal,161500,Y
1264,60.0,RL,1919,Normal,180500,Y
1265,34.0,RH,1998,Abnorml,181000,Y
1266,35.0,FV,1999,Normal,183900,Y
1267,60.0,RM,1910,Normal,122000,Y
1268,89.0,RL,2008,Normal,378500,Y
1269,,RL,1935,Normal,381000,Y
1270,78.0,RL,1958,Normal,144000,Y
1271,,RL,1979,Normal,260000,Y
1272,,RL,1968,Normal,185750,Y
1273,,RL,1965,Normal,137000,Y
1274,124.0,RL,1959,Normal,177000,Y
1275,53.0,RL,1910,Normal,139000,Y
1276,95.0,RL,1948,Normal,137000,Y
1277,,RL,1972,Normal,162000,Y
1278,,RL,1967,Normal,197900,Y
1279,75.0,RL,2002,Normal,237000,Y
1280,60.0,C (all),1920,Abnorml,68400,Y
1281,67.0,RL,2002,Normal,227000,Y
1282,50.0,RL,1990,Normal,180000,Y
1283,61.0,RL,1977,Normal,150500,Y
1284,94.0,RL,1971,Normal,139000,Y
1285,50.0,RL,1919,Normal,169000,Y
1286,50.0,RM,1939,Normal,132500,Y
1287,,RL,1963,Normal,143000,Y
1288,,RL,1964,Normal,190000,Y
1289,40.0,RL,2000,Normal,278000,Y
1290,86.0,RL,2006,Partial,281000,Y
1291,,RL,1964,Normal,180500,Y
1292,21.0,RM,1972,Normal,119500,Y
1293,60.0,RM,1892,Normal,107500,Y
1294,78.0,RL,1976,Normal,162900,Y
1295,60.0,RL,1955,Normal,115000,Y
1296,70.0,RL,1968,Normal,138500,Y
1297,80.0,RL,1963,Normal,155000,Y
1298,35.0,RM,2005,Partial,140000,Y
1299,313.0,RL,2008,Partial,160000,Y
1300,75.0,RL,1959,Normal,154000,Y
1301,,RL,1999,Normal,225000,Y
1302,,RL,1942,Normal,177500,Y
1303,92.0,RL,1994,Normal,290000,Y
1304,73.0,RL,2005,Normal,232000,Y
1305,32.0,RM,2004,Normal,130000,Y
1306,108.0,RL,2006,Normal,325000,Y
1307,48.0,RL,2005,Partial,202500,Y
1308,60.0,RL,1994,Normal,138000,Y
1309,100.0,RM,1948,Normal,147000,Y
1310,,RL,1991,Normal,179200,Y
1311,100.0,RL,1959,Normal,335000,Y
1312,68.0,RL,2005,Partial,203000,Y
1313,,RL,1990,Normal,302000,Y
1314,108.0,RL,1999,Normal,333168,Y
1315,60.0,RL,1954,Normal,119000,Y
1316,85.0,RL,1969,Normal,206900,Y
1317,61.0,RL,2008,Normal,295493,Y
1318,47.0,FV,2006,Partial,208900,Y
1319,,RL,2001,Normal,275000,Y
1320,75.0,RL,1954,Normal,111000,Y
1321,70.0,RL,1957,Normal,156500,Y
1322,,RL,1949,Normal,72500,Y
1323,107.0,RL,1992,Normal,190000,Y
1324,50.0,RL,1940,Normal,82500,Y
1325,75.0,RL,2006,Partial,147000,Y
1326,40.0,RM,1922,Normal,55000,Y
1327,70.0,RH,1931,Normal,79000,Y
1328,60.0,RL,1982,Normal,130500,Y
1329,60.0,RM,1920,Normal,256000,Y
1330,63.0,RL,1998,Normal,176500,Y
1331,85.0,RL,2006,Normal,227000,Y
1332,55.0,RL,1976,Normal,132500,Y
1333,67.0,RL,1938,Normal,100000,Y
1334,60.0,RM,1938,Normal,125500,Y
1335,24.0,RM,1970,Normal,125000,Y
1336,80.0,RL,1977,Normal,167900,Y
1337,87.0,RL,1973,Normal,135000,Y
1338,153.0,RM,1941,Normal,52500,Y
1339,95.0,RL,2002,Normal,200000,Y
1340,120.0,RL,1972,Normal,128500,Y
1341,70.0,RL,1971,Normal,123000,Y
1342,66.0,RL,2003,Normal,155000,Y
1343,,RL,2002,Normal,228500,Y
1344,57.0,RL,1928,Normal,177000,Y
1345,85.0,RL,2006,Partial,155835,Y
1346,50.0,RM,1920,Normal,108500,Y
1347,,RL,1968,Normal,262500,Y
1348,93.0,RL,2006,Partial,283463,Y
1349,,RL,1998,Normal,215000,Y
1350,50.0,RM,1872,Normal,122000,Y
1351,91.0,RL,1969,Normal,200000,Y
1352,70.0,RL,1962,Normal,171000,Y
1353,50.0,RM,1937,Normal,134900,Y
1354,56.0,RL,1995,Normal,410000,Y
1355,,RL,2000,Normal,235000,Y
1356,102.0,RL,1968,Normal,170000,Y
1357,,RL,1966,Normal,110000,Y
1358,,RL,1971,Normal,149900,Y
1359,,FV,2000,Normal,177500,Y
1360,129.0,RL,2004,Normal,315000,Y
1361,51.0,RL,1921,Normal,189000,Y
1362,124.0,RL,2005,Normal,260000,Y
1363,,RL,1920,Normal,104900,Y
1364,73.0,RL,2006,Partial,156932,Y
1365,30.0,FV,2005,Abnorml,144152,Y
1366,,FV,2000,Normal,216000,Y
1367,68.0,RL,1999,Abnorml,193000,Y
1368,41.0,RM,1977,Normal,127000,Y
1369,,RM,2003,Normal,144000,Y
1370,48.0,RL,2003,Normal,232000,Y
1371,90.0,RL,1920,Normal,105000,Y
1372,80.0,RL,1955,Normal,165500,Y
1373,75.0,RL,1998,Normal,274300,Y
1374,,RL,2001,Normal,466500,Y
1375,85.0,FV,2005,Normal,250000,Y
1376,89.0,RL,2007,Partial,239000,Y
1377,52.0,RL,1930,Normal,91000,Y
1378,60.0,RL,1941,Normal,117000,Y
1379,21.0,RM,1973,Normal,83000,Y
1380,73.0,RL,2006,Normal,167500,Y
1381,45.0,RL,1914,Normal,58500,Y
1382,,RL,1970,Normal,237500,Y
1383,60.0,RM,1920,Normal,157000,Y
1384,,RL,1918,Normal,112000,Y
1385,60.0,RL,1939,Normal,105000,Y
1386,40.0,RM,1922,Normal,125500,Y
1387,80.0,RL,1978,Normal,250000,Y
1388,60.0,RM,1916,Family,136000,Y
1389,42.0,RL,2006,Normal,377500,Y
1390,60.0,RM,1941,Normal,131000,Y
1391,70.0,RL,2000,Normal,235000,Y
1392,65.0,RL,1967,Normal,124000,Y
1393,68.0,RL,1967,Normal,123000,Y
1394,60.0,RM,1905,Normal,163000,Y
1395,53.0,RL,2006,Partial,246578,Y
1396,88.0,RL,2005,Normal,281213,Y
1397,,RL,1948,Normal,160000,Y
1398,51.0,RM,1920,Normal,137500,Y
1399,60.0,RL,1950,Normal,138000,Y
1400,51.0,RL,1925,Normal,137450,Y
1401,50.0,RM,1929,Normal,120000,Y
1402,62.0,RL,2004,Normal,193000,Y
1403,64.0,RL,2006,Partial,193879,Y
1404,49.0,RL,2007,Normal,282922,Y
1405,60.0,RL,1915,Family,105000,Y
1406,44.0,RM,2004,Normal,275000,Y
1407,70.0,RL,1972,Normal,133000,Y
1408,,RL,1985,Normal,112000,Y
1409,60.0,RM,1910,Normal,125500,Y
1410,46.0,RL,1986,Normal,215000,Y
1411,79.0,RL,2001,Normal,230000,Y
1412,80.0,RL,1950,Normal,140000,Y
1413,60.0,RL,1949,Normal,90000,Y
1414,88.0,RL,2005,Abnorml,257000,Y
1415,64.0,RL,1923,Normal,207000,Y
1416,51.0,RL,2007,Normal,175900,Y
1417,60.0,RM,1885,Normal,122500,Y
1418,,RL,1998,Normal,340000,Y
1419,71.0,RL,1963,Normal,124000,Y
1420,,RL,1969,Normal,223000,Y
1421,90.0,RL,1968,Normal,179900,Y
1422,53.0,RL,1977,Normal,127500,Y
1423,37.0,RM,2003,Normal,136500,Y
1424,,RL,1966,Alloca,274970,Y
1425,,RL,1958,Normal,144000,Y
1426,80.0,RL,1959,Normal,142000,Y
1427,81.0,RL,1994,Normal,271000,Y
1428,60.0,RL,1945,Normal,140000,Y
1429,60.0,RM,1940,Abnorml,119000,Y
1430,,RL,1981,Normal,182900,Y
1431,60.0,RL,2005,Normal,192140,Y
1432,,RL,1976,Normal,143750,Y
1433,60.0,RL,1927,Normal,64500,Y
1434,93.0,RL,2000,Normal,186500,Y
1435,80.0,RL,1977,Normal,160000,Y
1436,80.0,RL,1962,Abnorml,174000,Y
1437,60.0,RL,1971,Normal,120500,Y
1438,96.0,RL,2008,Partial,394617,Y
1439,90.0,RM,1957,Normal,149700,Y
1440,80.0,RL,1979,Normal,197000,Y
1441,79.0,RL,1922,Normal,191000,Y
1442,,RM,2004,Normal,149300,Y
1443,85.0,FV,2008,Normal,310000,Y
1444,,RL,1916,Normal,121000,Y
1445,63.0,RL,2004,Normal,179600,Y
1446,70.0,RL,1966,Normal,129000,Y
1447,,RL,1962,Normal,157900,Y
1448,80.0,RL,1995,Normal,240000,Y
1449,70.0,RL,1910,Normal,112000,Y
1450,21.0,RM,1970,Abnorml,92000,Y
1451,60.0,RL,1974,Normal,136000,Y
1452,78.0,RL,2008,Partial,287090,Y
1453,35.0,RM,2005,Normal,145000,Y
1454,90.0,RL,2006,Abnorml,84500,Y
1455,62.0,FV,2004,Normal,185000,Y
1456,62.0,RL,1999,Normal,175000,Y
1457,85.0,RL,1978,Normal,210000,Y
1458,66.0,RL,1941,Normal,266500,Y
1459,68.0,RL,1950,Normal,142125,Y
1460,75.0,RL,1965,Normal,147500,Y
